,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
396,6,09_01_22,3,A,1,0,B2,B2,-0.00401,-0.087414988,0.087414988,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B24G41,3A,B24G41_exp3A,240,132,0,Low
397,15,09_01_22,3,A,1,1,C4,C4,-0.00465,-0.087499499,0.087499499,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B22G27,3A,B22G27_exp3A,241,130,0,Low
398,18,09_01_22,3,A,1,1,B5,B5,-0.00598,-0.087619858,0.087619858,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B26G48,3A,B26G48_exp3A,229,134,0,Low
399,16,7_26_22,1,B,3,0,D4,D4,-0.00309,-0.087780193,0.087780193,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R15W78,1B,R15W78_exp1B,171,53,0,Low
400,23,7_26_22,1,A,3,1,C6,C6,-0.00566,-0.087885845,0.087885845,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R6W28,1A,R6W28_exp1A,163,22,0,Elevated
401,17,7_26_22,1,A,2,0,A5,A5,-0.00444,-0.087918457,0.087918457,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y17B94,1A,Y17B94_exp1A,157,30,0,Low
402,13,7_26_22,1,B,2,0,A4,A4,-0.00358,-0.088011716,0.088011716,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_S,S_S,N_1.5,N,Nitrate,1.5,30,S,S,G24Y43,1B,G24Y43_exp1B,165,42,0,Elevated
403,15,08_15_22,2,A,1,1,C4,C4,-0.00675,-0.088015865,0.088015865,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B22G31,2A,B22G31_exp2A,186,66,0,Low
404,16,7_26_22,1,A,2,0,D4,D4,-0.00533,-0.088052864,0.088052864,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y17B87,1A,Y17B87_exp1A,162,30,0,Low
405,23,7_26_22,1,A,1,1,C6,C6,-0.00559,-0.088101673,0.088101673,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G27Y59,1A,G27Y59_exp1A,157,10,0,Low
406,18,08_15_22,2,A,3,1,B5,B5,-0.00384,-0.088364597,0.088364597,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R1W7,2A,R1W7_exp2A,185,81,0,Elevated
407,11,09_05_22,3,B,2,0,C3,C3,-0.00575,-0.088555597,0.088555597,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,W5O27,3B,W5O27_exp3B,246,190,0,Low
408,14,09_01_22,3,A,3,1,B4,B4,-0.00484,-0.088750393,0.088750393,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W85,3A,R17W85_exp3A,241,151,0,Low
409,9,08_15_22,2,A,2,0,A3,A3,-0.00448,-0.088975806,0.088975806,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G24Y43,2A,G24Y43_exp2A,186,74,0,Low
410,24,7_26_22,1,A,2,0,D6,D6,-0.00585,-0.089304534,0.089304534,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y10B51,1A,Y10B51_exp1A,150,26,0,Low
411,24,08_15_22,2,A,3,1,D6,D6,-0.00338,-0.089381283,0.089381283,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R15W79,2A,R15W79_exp2A,218,86,0,Elevated
412,7,09_05_22,3,B,3,0,C2,C2,-0.00768,-0.089503877,0.089503877,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,W12O51,3B,W12O51_exp3B,241,180,0,Elevated
413,5,09_01_22,3,A,1,1,A2,A2,-0.00414,-0.089653481,0.089653481,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B23G37,3A,B23G37_exp3A,241,131,0,Low
414,7,09_05_22,3,B,3,1,C2,C2,-0.00794,-0.089673922,0.089673922,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,W12O52,3B,W12O52_exp3B,244,180,0,Elevated
415,22,08_20_22,2,B,1,1,B6,B6,-0.00505,-0.089939198,0.089939198,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G37Y30,2B,G37Y30_exp2B,216,112,0,Low
416,13,08_15_22,2,A,3,1,A4,A4,-0.0086,-0.089959943,0.089959943,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W83,2A,R17W83_exp2A,232,87,0,Low
417,21,08_15_22,2,A,2,1,A6,A6,-0.00258,-0.090009276,0.090009276,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y23B3299,2A,Y23B3299_exp2A,198,92,0,Low
418,10,08_20_22,2,B,3,0,B3,B3,-0.00089,-0.090328546,0.090328546,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R5W24,2B,R5W24_exp2B,196,117,0,Low
419,21,7_26_22,1,B,3,1,A6,A6,-0.0043,-0.090555026,0.090555026,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R21W97,1B,R21W97_exp1B,184,55,0,Elevated
420,21,09_01_22,3,A,2,1,A6,A6,-0.00245,-0.090599994,0.090599994,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y20B17,3A,Y20B17_exp3A,237,156,0,Low
421,11,7_26_22,1,B,2,0,C3,C3,-0.00484,-0.090699283,0.090699283,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G23Y2129,1B,G23Y2129_exp1B,161,41,0,Low
422,9,09_05_22,3,B,1,0,A3,A3,-0.00431,-0.090711658,0.090711658,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,W4O21,3B,W4O21_exp3B,242,189,0,Low
423,24,09_01_22,3,A,3,1,D6,D6,-0.00414,-0.090770246,0.090770246,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R15W79,3A,R15W79_exp3A,241,150,0,Elevated
424,6,09_01_22,3,A,3,1,B2,B2,-0.00435,-0.091068514,0.091068514,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y8B49,3A,Y8B49_exp3A,240,160,0,Low
425,12,09_01_22,3,A,3,1,D3,D3,-0.0068,-0.091152409,0.091152409,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W67,3A,R13W67_exp3A,241,148,0,Low
426,19,08_15_22,2,A,1,0,C5,C5,-0.01564,-0.091867015,0.091867015,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y76,2A,G30Y76_exp2A,209,75,0,Low
427,24,7_26_22,1,A,3,0,D6,D6,-0.00423,-0.091924684,0.091924684,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R6W30,1A,R6W30_exp1A,152,22,0,Elevated
428,22,7_26_22,1,A,1,0,B6,B6,-0.00334,-0.092086202,0.092086202,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G27Y57,1A,G27Y57_exp1A,144,10,0,Low
429,5,7_26_22,1,A,2,1,A2,A2,-0.00461,-0.092303003,0.092303003,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,G37Y33,1A,G37Y33_exp1A,157,16,0,Low
430,24,09_01_22,3,A,3,0,D6,D6,-0.00574,-0.092416536,0.092416536,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R15W78,3A,R15W78_exp3A,239,150,0,Elevated
431,21,7_26_22,1,A,2,1,A6,A6,-0.00368,-0.092539161,0.092539161,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,Y21B5437,1A,Y21B5437_exp1A,157,32,0,Low
432,13,7_26_22,1,B,1,1,A4,A4,-0.0036,-0.09258878,0.09258878,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B22G31,1B,B22G31_exp1B,171,34,0,Low
433,7,09_05_22,3,B,2,1,C2,C2,-0.00482,-0.092744897,0.092744897,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,O5G3,3B,O5G3_exp3B,242,175,0,Low
434,17,08_20_22,2,B,2,0,A5,A5,-0.00218,-0.092787646,0.092787646,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y11B58,2B,Y11B58_exp2B,217,123,0,Low
435,24,7_26_22,1,A,3,1,D6,D6,-0.00451,-0.093374609,0.093374609,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R6W31,1A,R6W31_exp1A,155,22,0,Elevated
436,23,09_05_22,3,B,3,1,C6,C6,-0.00886,-0.093659017,0.093659017,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,W16O74,3B,W16O74_exp3B,244,184,0,Elevated
437,13,7_26_22,1,B,3,0,A4,A4,-0.00377,-0.093881521,0.093881521,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R1W3,1B,R1W3_exp1B,178,48,0,Low
438,20,08_20_22,2,B,3,1,D5,D5,-0.00797,-0.094002391,0.094002391,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R4W34,2B,R4W34_exp2B,225,116,0,Elevated
439,18,09_01_22,3,A,1,0,B5,B5,-0.00534,-0.094159604,0.094159604,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B26G52,3A,B26G52_exp3A,241,134,0,Low
440,22,7_26_22,1,B,1,0,B6,B6,-0.00375,-0.0942092,0.0942092,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G38Y37,1B,G38Y37_exp1B,167,47,0,Low
441,15,08_15_22,2,A,2,1,C4,C4,-0.00536,-0.094291373,0.094291373,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y7B42,2A,Y7B42_exp2A,232,95,0,Low
442,9,09_01_22,3,A,1,0,A3,A3,-0.00318,-0.094375365,0.094375365,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B29G64,3A,B29G64_exp3A,237,136,0,Low
443,9,08_15_22,2,A,1,1,A3,A3,-0.00326,-0.09451913,0.09451913,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B28G63,2A,B28G63_exp2A,220,71,0,Low
444,15,7_26_22,1,B,1,1,C4,C4,-0.0026,-0.094563374,0.094563374,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B23G37,1B,B23G37_exp1B,172,35,0,Low
445,10,09_01_22,3,A,3,0,B3,B3,-0.00404,-0.094899989,0.094899989,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R11W53,3A,R11W53_exp3A,240,147,0,Low
446,9,08_15_22,2,A,1,0,A3,A3,-0.00312,-0.095361292,0.095361292,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B29G64,2A,B29G64_exp2A,198,72,0,Low
447,23,09_01_22,3,A,3,1,C6,C6,-0.00294,-0.095366977,0.095366977,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R15W77,3A,R15W77_exp3A,237,150,0,Elevated
448,3,08_20_22,2,B,1,0,C1,C1,-0.00593,-0.095456951,0.095456951,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B27G53,2B,B27G53_exp2B,170,99,0,Low
449,9,08_20_22,2,B,3,0,A3,A3,-0.00398,-0.095655223,0.095655223,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R5W21,2B,R5W21_exp2B,170,117,0,Low
450,20,08_15_22,2,A,3,0,D5,D5,-0.00295,-0.095784986,0.095784986,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R10W48,2A,R10W48_exp2A,193,82,0,Elevated
451,13,09_01_22,3,A,2,0,A4,A4,-0.00452,-0.095941011,0.095941011,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_S,S_S,N_1.5,N,Nitrate,1.5,30,S,S,G34Y10,3A,G34Y10_exp3A,239,142,0,Elevated
452,23,08_20_22,2,B,2,1,C6,C6,-0.00154,-0.095944451,0.095944451,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y1B8,2B,Y1B8_exp2B,192,121,0,Elevated
453,18,7_26_22,1,A,3,0,B5,B5,-0.00661,-0.095961684,0.095961684,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R3W12,1A,R3W12_exp1A,147,19,0,Elevated
454,13,08_15_22,2,A,1,1,A4,A4,-0.00479,-0.09637487,0.09637487,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B13G13,2A,B13G13_exp2A,206,65,0,Low
455,9,7_26_22,1,B,2,1,A3,A3,-0.00507,-0.096420094,0.096420094,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G34Y11,1B,G34Y11_exp1B,172,45,0,Low
456,9,7_26_22,1,A,3,0,A3,A3,-0.00296,-0.09646691,0.09646691,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R7W36,1A,R7W36_exp1A,144,23,0,Low
457,6,08_15_22,2,A,3,1,B2,B2,-0.00654,-0.096614298,0.096614298,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y12B67,2A,Y12B67_exp2A,207,89,0,Low
458,9,7_26_22,1,A,1,0,A3,A3,-0.00826,-0.09676817,0.09676817,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B33G95,1A,B33G95_exp1A,157,7,0,Low
459,8,7_26_22,1,B,2,0,D2,D2,-0.00518,-0.096813203,0.096813203,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G34Y3,1B,G34Y3_exp1B,166,45,0,Low
460,16,08_20_22,2,B,2,0,D4,D4,-0.00528,-0.097327146,0.097327146,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y11B55,2B,Y11B55_exp2B,190,123,0,Low
461,16,7_26_22,1,B,1,1,D4,D4,-0.00445,-0.097586569,0.097586569,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B29G67,1B,B29G67_exp1B,183,39,0,Low
462,13,7_26_22,1,A,1,1,A4,A4,-0.00275,-0.098087823,0.098087823,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B14G20,1A,B14G20_exp1A,145,1,0,Low
463,23,08_15_22,2,A,1,1,C6,C6,-0.01194,-0.098164151,0.098164151,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y93,2A,G32Y93_exp2A,222,76,0,Low
464,19,7_26_22,1,A,1,0,C5,C5,-0.00531,-0.098170838,0.098170838,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y25,1A,G36Y25_exp1A,152,15,0,Low
465,18,08_15_22,2,A,2,1,B5,B5,-0.0063,-0.098215003,0.098215003,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y8B49,2A,Y8B49_exp2A,222,96,0,Low
466,22,7_26_22,1,A,2,0,B6,B6,-0.00573,-0.098241768,0.098241768,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y1B8,1A,Y1B8_exp1A,150,25,0,Elevated
467,17,7_26_22,1,A,1,1,A5,A5,-0.0052,-0.098439963,0.098439963,N_0_30_F_S,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B27G56,1A,B27G56_exp1A,147,4,0,Low
468,19,08_20_22,2,B,3,1,C5,C5,-0.00752,-0.098503725,0.098503725,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R4W15,2B,R4W15_exp2B,210,116,0,Elevated
469,5,7_26_22,1,B,3,1,A2,A2,-0.00584,-0.098982386,0.098982386,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y7B41,1B,Y7B41_exp1B,170,63,0,Low
470,11,09_05_22,3,B,2,1,C3,C3,-0.00493,-0.099112804,0.099112804,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_A,F_A,N_1.5,N,Nitrate,1.5,30,F,A,W5O30,3B,W5O30_exp3B,242,190,0,Low
471,3,09_01_22,3,A,1,0,C1,C1,-0.00535,-0.099212535,0.099212535,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B23G34,3A,B23G34_exp3A,237,131,0,Low
472,13,09_01_22,3,A,1,1,A4,A4,-0.00521,-0.099494056,0.099494056,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B13G10,3A,B13G10_exp3A,239,129,0,Low
473,22,7_26_22,1,B,3,1,B6,B6,-0.00452,-0.100003909,0.100003909,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R21W55,1B,R21W55_exp1B,171,55,0,Elevated
474,10,09_05_22,3,B,3,0,B3,B3,-0.00301,-0.101339864,0.101339864,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,O21W42,3B,O21W42_exp3B,252,171,0,Low
475,19,08_20_22,2,B,1,0,C5,C5,-0.00396,-0.10152209,0.10152209,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y22,2B,G36Y22_exp2B,170,111,0,Low
476,13,09_01_22,3,A,2,1,A4,A4,-0.006,-0.101599587,0.101599587,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G34Y4,3A,G34Y4_exp3A,237,142,0,Elevated
477,8,09_05_22,3,B,2,0,D2,D2,-0.00555,-0.101802735,0.101802735,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,O8G10,3B,O8G10_exp3B,244,176,0,Low
478,22,08_15_22,2,A,1,1,B6,B6,-0.00476,-0.101862281,0.101862281,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y88,2A,G32Y88_exp2A,218,76,0,Low
479,9,7_26_22,1,B,3,0,A3,A3,-0.00454,-0.101928816,0.101928816,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R13W63,1B,R13W63_exp1B,178,51,0,Low
480,21,7_26_22,1,A,3,1,A6,A6,-0.00411,-0.101985363,0.101985363,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R4W14,1A,R4W14_exp1A,168,20,0,Elevated
481,22,09_05_22,3,B,1,1,B6,B6,-0.00364,-0.101995393,0.101995393,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,O11G23,3B,O11G23_exp3B,247,163,0,Low
482,11,09_01_22,3,A,3,0,D3,D3,NA,-0.102047191,0.102047191,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W64,3A,R13W64_exp3A,238,148,0,Low
483,22,08_20_22,2,B,3,1,B6,B6,-0.00493,-0.102074821,0.102074821,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R7W38,2B,R7W38_exp2B,207,119,0,Elevated
484,7,08_20_22,2,B,3,1,C2,C2,-0.00394,-0.102384,0.102384,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y15B82,2B,Y15B82_exp2B,212,125,0,Elevated
485,8,09_01_22,3,A,2,0,D2,D2,-0.00254,-0.102398565,0.102398565,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G24Y41,3A,G24Y41_exp3A,237,138,0,Low
486,22,09_01_22,3,A,1,1,B6,B6,-0.00545,-0.102518569,0.102518569,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y88,3A,G32Y88_exp3A,237,140,0,Low
487,20,08_20_22,2,B,2,0,D5,D5,-0.00438,-0.102573519,0.102573519,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y21B5628,2B,Y21B5628_exp2B,178,127,0,Low
488,21,09_05_22,3,B,3,0,A6,A6,-0.00938,-0.102711662,0.102711662,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,W15O67,3B,W15O67_exp3B,238,183,0,Elevated
489,15,09_01_22,3,A,2,0,C4,C4,-0.00415,-0.102927682,0.102927682,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y4B33,3A,Y4B33_exp3A,240,158,0,Low
490,18,7_26_22,1,B,3,0,B5,B5,-0.00462,-0.103298259,0.103298259,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R10W48,1B,R10W48_exp1B,161,49,0,Elevated
491,20,08_20_22,2,B,3,0,D5,D5,-0.00626,-0.103440903,0.103440903,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R4W17,2B,R4W17_exp2B,188,116,0,Elevated
492,7,7_26_22,1,B,2,1,C2,C2,-0.00527,-0.103453756,0.103453756,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G30Y79,1B,G30Y79_exp1B,171,43,0,Low
493,16,08_20_22,2,B,3,0,D4,D4,-0.00431,-0.103546586,0.103546586,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W90,2B,R20W90_exp2B,200,114,0,Low
494,14,09_05_22,3,B,2,0,B4,B4,-0.00336,-0.10360404,0.10360404,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,O14Y13,3B,O14Y13_exp3B,242,166,0,Low
495,4,09_01_22,3,A,1,1,D1,D1,-0.0038,-0.103630518,0.103630518,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B23G35,3A,B23G35_exp3A,237,131,0,Low
